,Company,Job,Location,Salary,Specific_location,Summary
387,University of Oxford,Postdoctoral Scientist - Evolutionary Modelling of Chronic V...,Oxford,42418.0,Oxford,"Computer science, statistics, mathematics, physics, chemistry) with an interest in the biological questions being asked...."
388,Client Server,C++ Developer Machine Learning - Tech for Good,Oxford,55000.0,Oxfordshire,Degree educated - minimum 2.1 at BSc and likely to have a MSc / PhD in Computer Science or similar. You will also be applying techniques such as probabilistic...
389,Harrington Recruitment Ltd,Quality Associate,Oxford,30000.0,Oxford,Collection and analysis of data for management review. Assistance with the collection of data for monitoring key performance indicators in the business which...
390,Hobson Prior,Software Engineer,Oxford,45000.0,Oxfordshire,"At least 3 years’ experience working in a software QA role in a product developmentenvironment.• Software validation.• BSc in a technical subject, preferably..."
391,STFC,Strategic Portfolio Management Office Analyst,Oxford,39888.5,Didcot,Help shape the future of UK science. We manage the UK’s participation in international science organisations. The Science and Technology Facilities Council is a...
392,Nicholson Glover Consulting,Lead Analyst,Oxford,55000.0,Buckinghamshire,"The Lead Analyst will be working as part of the client facing, marketing sciences team and will be providing world class customer insights to address strategic..."
393,University of Reading,School Global Recruitment Officer,Oxford,33752.5,Reading,Strong analytical skills & experience in data analysis. Head of School for Psychology and Clinical Language Sciences....
394,siHealth Ltd,iOS Mobile Apps Developer,Oxford,35000.0,Didcot,Geo-spatial and spatial location data handling. Knowledge of the relational data bases MySQL and PostgreSQL....
395,Beachborough School,Science Technician Part-Time,Oxford,6762.0,Brackley NN13,Sound educational background in Science. Beachborough School is recruiting for a part-time Science Technician to carry out the following role:....
396,Cast UK Limited,Logistics Administrator,Oxford,23500.0,Abingdon,"Ensure the accuracy of Warehousing & Distribution data:. An interest in science would be an advantage. Based in Abingdon, Cast UK's client is looking to..."
397,Association for Project Management,Digital Content Producer,Oxford,23500.0,Princes Risborough,"“Inspiring communities to deliver meaningful change for societal benefit by advancing the art, science, theory and practice of project management.” Detail on..."
399,STFC,Director of Scientific Computing Department,Oxford,82000.0,Didcot,"Leading the provision of the computing, data storage and networking infrastructure required by advanced science facilities, and the undertaking of background..."
400,Vector Recruitment Limited,Biochemist / Chemist – Lab-on-chip R&D,Oxford,27000.0,Oxford,"Ideally in the life sciences, biotechnology or medical device sector Quality Management Systems (QMS) – particularity ISO13485...."
401,CBSbutler,Senior Software Developer,Oxford,67000.0,Kidlington,"+ Experience in machine learning, data science or natural language processing. + Design and work with complex data models...."
402,CBSbutler,Senior Software Engineer,Oxford,67500.0,Kidlington,"+ Experience in machine learning, data science or natural language processing. + Design and work with complex data models...."
403,Abingdon School,Teacher of Mathematics,Oxford,41416.0,Abingdon OX14,Moving Science to. 21 laboratory science centre in autumn 2015 which has transformed our science. Each of the classrooms has a data projector and an interactive...
404,Opus Recruitment Solutions,Big Data Architect,Oxford,80000.0,Berkshire,"Big Data tech such as Cloudera Hadoop. A relevant degree i.e. Computer Science, Maths etc. If you're interested in knowing more about this Big Data Architect..."
405,Xact Placements Limited,Application Support Analyst – Reading,Oxford,32500.0,Reading,BS in Computer Science or equivalent. Participate in a variety of team projects to ensure data integrity and usefulness of the knowledgebase....
406,SQ Computer Personnel Limited,Salesforce Administrator,Oxford,35000.0,Abingdon,Assist the Data Administrator/s in the accurate entry/modification of Salesforce Data. Degree in a computer science field or equivalent....
407,Haybrook,Salesforce Administrator,Oxford,35000.0,Abingdon,Assist the Data Administrator/s in the accurate entry/modification of Salesforce Data. Degree in a computer science field or equivalent....
408,Resourcing Life Science,Senior CRA Homebased Oxford,Oxford,40000.0,Oxford,"Clinical site coordination, including involvement in or oversight of Ethics Committee submission, data resolution, drug accountability, MREC & site agreement..."
409,CBSbutler,Software Development Manager,Oxford,85000.0,Oxfordshire,+ Big Data. + Degree qualified or equivalent in Software Engineering / Computer Science or other relevant discipline....
410,CBSbutler,Product Manager,Oxford,67500.0,Oxfordshire,+ Degree / MSc /PhD qualified or equivalent in Physical Science / Physics or Materials Science. + Using data to steer the product marketing strategy and the...
411,Haybrook,Business Analyst / Project Manager,Oxford,40000.0,Wantage,"Data analysis using tools such as MS Excel. Project Management in a science or engineering R&D environment. Business Analyst / Project Manager, Testing, .NET,..."
412,English Institute of Sport,Laboratory Technician,Oxford,18642.0,Bisham,"Level 1 (All Sciences). Knowledge of typical physiological tests used in sports science. Provide sports science support to World Class athletes, where..."
413,CBSbutler,Lead Software Engineer,Oxford,85000.0,Oxfordshire,+ Big Data. + Degree qualified or equivalent in Software Engineering / Computer Science or other relevant discipline....
414,Association for Project Management,Product Coordinator,Oxford,24000.0,Princes Risborough,"Analysing and presenting data. The object of APM is ‘to advance the science, theory and practice of project and programme management for the public benefit’...."
415,Mattinson Partnership,Hydrogeologist - Reading,Oxford,30000.0,Reading,"Data collection, collation, analysis and report writing. A minimum of a good honors degree in earth sciences and a master’s degree or doctorate in hydrogeology...."
416,UKAEA,Waste Consignment Technician,Oxford,26753.5,Oxford,Experience entering or working with scientific data and auditing the data entry of others. We are seeking a Waste Consignments Technician to join our team to...
417,ID Search and Selection Ltd,Senior Medical Writer,Oxford,42500.0,Oxford,"Gain an in-depth understanding of product and competitor data. A first degree, preferably in a biomedical science...."
418,Codex,Integration Architect,Oxford,57500.0,Reading,Have a Bachelor’s computer science degree or equivalent. To understand the core of software engineering – this includes but is not limited to the understanding...
419,Richard Wheeler Associates,"C++ Software Engineer, Python, R&D",Oxford,52500.0,Oxford,Experience with IMU data and Localization. Graduate degree in computer science or related field. This very high growth software technology company is developing...
420,CBSbutler,Lead Java Developer,Oxford,85000.0,Oxfordshire,+ Big Data. + Degree qualified or equivalent in Software Engineering / Computer Science or other relevant discipline....
421,Jowicom Limited,Senior Software Engineer | Testing,Oxford,52500.0,Reading,"A degree in Software Engineering, Computer Science, Mathematics, Engineering or equivalent relevant experience Location...."
422,Reqiva,JAVA SCALA DEVELOPER / JAVA SCALA ENGINEER,Oxford,52500.0,Oxford,"Advanced knowledge of Computer Science principles. Work with the latest Open Source technologies to deal with masses of data in a real time, parallel and..."
423,University of Oxford,Research Associate on Algorithmic Verification of String-Man...,Oxford,35218.5,Oxford,"Department of Computer Science, Wolfson Building, Parks Road, Oxford. You will also have a solid understanding of theoretical computer science and is an..."
